"","survey_code","rating.variable","excluded","problems","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","main.rating","emot","time.spent","face","female","seen.face.before"
"11142631.67",11142631,"mechanical","","no",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,-82,77.619,"67",1,0
"67914440.67",67914440,"human-like","","No.",20,"b.HS.only",1,0,0,0,0,0,0,0,0,84,-48,7.023,"67",1,0
"46031764.67",46031764,"human-like","","no",50,"b.HS.only",1,0,0,0,0,0,0,0,0,85,-100,15.058,"67",1,0
"99445757.67",99445757,"human-like","","No",36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,83,-23,6.789,"67",0,0
"87786538.67",87786538,"mechanical","","no. ",32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,25,-62,10.062,"67",0,0
"85547776.67",85547776,"human-like","","No. It was pretty straightforward.",42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,100,-62,14.202,"67",1,0
"19071077.67",19071077,"mechanical","","",22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,8,-12,6.006,"67",0,0
"36796684.67",36796684,"mechanical","","no",55,"b.HS.only",1,0,0,0,0,0,0,0,0,13,-2,12.919,"67",0,0
"92872603.67",92872603,"mechanical","","No I did not. ",27,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,34,-28,8.094,"67",0,0
"25132135.67",25132135,"mechanical","","more confusion than anything.  some faces were extremely lifelike!",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,-12,11.026,"67",0,0
"29677744.67",29677744,"human-like","","No",37,"b.HS.only",1,0,0,0,0,0,0,0,0,50,-38,9.83,"67",1,0
"21575119.67",21575119,"human-like","","",21,"c.2.Yr.Coll",1,0,0,0,0,1,0,0,0,95,-79,16.735,"67",1,0
"17350089.67",17350089,"mechanical","","No, I didn't have any problems.",43,"b.HS.only",1,0,0,0,0,1,0,1,0,10,-30,13.843,"67",1,0
"78584558.67",78584558,"human-like","","no",61,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,65,-40,16.125,"67",1,0
"35118750.67",35118750,"human-like","","None",35,"b.HS.only",1,0,0,0,0,0,0,0,0,85,-60,10.071,"67",0,0
"19405606.67",19405606,"human-like","","None.",39,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,100,-60,9.453,"67",1,0
"47785580.67",47785580,"human-like","","No",32,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,83,-81,12.492,"67",0,0
"22119787.67",22119787,"mechanical","","No",36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,34,-31,11.593,"67",1,0
"70126906.67",70126906,"mechanical","","No",42,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,14,-69,14.622,"67",1,0
"35542605.67",35542605,"human-like","","No",32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,72,-69,7.757,"67",0,0
"53729894.67",53729894,"human-like","","I did not experience any confusions or problems.",30,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,80,-55,10.975,"67",1,0
"18367701.67",18367701,"human-like","","No confusion or technical problems experienced.",25,"b.HS.only",1,0,0,0,0,0,0,0,0,80,-21,31.517,"67",1,0
"77522393.67",77522393,"mechanical","","I don't think so. I was a little confused about ""have you seen this before the survey?"" because all the pictures were shown on the first page, but I assumed you wanted to know if I'd seen them before I was shown them.",33,"d.4.Yr.Coll",1,1,0,0,0,0,0,0,0,60,-70,13.019,"67",1,0
"94417992.67",94417992,"human-like","","No, but some pictures were a little fuzzy",41,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,50,-51,10.656,"67",1,0
"93643997.67",93643997,"mechanical","","",34,"Post.Grad.Degree",1,1,1,1,1,1,1,1,1,13,-22,6.469,"67",0,0
"14661991.67",14661991,"mechanical","","nope",22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,-80,9.719,"67",0,0
"12102073.67",12102073,"human-like","","No.",23,"b.HS.only",0,1,0,0,0,0,0,1,0,62,-54,26.22,"67",1,0
"59186701.67",59186701,"mechanical","","No",26,"a.No.HS",1,1,0,0,0,0,0,0,0,27,24,33.269,"67",1,0
"21219262.67",21219262,"mechanical","","None",53,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,20,-62,367.647,"67",1,0
"58422882.67",58422882,"mechanical","","Nope. Made me tired though. I maybe should have taken a break in between. Hopefully I didn't miss any attention checks.",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,25,-10,16.304,"67",0,0
"89284483.67",89284483,"human-like","","No",26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,64,-38,36.858,"67",1,0
"12519221.67",12519221,"mechanical","","No, I did experience any problems.",24,"b.HS.only",0,0,0,0,0,1,0,0,0,31,-39,23.993,"67",1,0
"61231826.67",61231826,"mechanical","","No. ",52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,12,-38,15.129,"67",1,0
"91817739.67",91817739,"mechanical","","No confusion, but on one of the robots (it resembeled an asian woman) I accidentally marked that it had an emotion that it was skewing towards negative when it was really a positive. It was more like a 44 on the positive scale.",28,"b.HS.only",0,1,0,0,0,0,0,0,0,30,-49,9.45,"67",0,0
"17171596.67",17171596,"human-like","","There was a bit of confusion about the question of if I've seen a robot face before doing the survey. You showed that collection of thumbnails before the rest of the questions started, and I did indeed see many of the faces I rated on that list, however I didn't consider that to be 'before' the survey. The thumbnails were, in my mind, part of the survey. I only said I saw a face before taking the survey if it was literally BEFORE clicking the link to this qualtrics page. I hope that's what you meant and that I didn't cause an issue with the results. If it's not what you meant, I'd say about 80% of the faces I saw I recognized from the thumbnail list.",27,"b.HS.only",1,0,0,0,0,0,0,0,0,95,0,21.641,"67",0,0
"47481076.67",47481076,"mechanical","","No",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,15,-70,14.439,"67",1,0
"18104407.67",18104407,"mechanical","","I did not experience any confusion or technial problems.",33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,-60,10.467,"67",1,0
"28902932.67",28902932,"mechanical","","The survey went smoothly - all images were clear. ",55,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,24,-52,33.59,"67",0,0
"85501883.67",85501883,"human-like","","No.",35,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,82,-30,25.464,"67",1,0
"69719298.67",69719298,"human-like","","no",46,"b.HS.only",1,0,0,0,0,0,0,0,0,86,-44,10.942,"67",1,0
"80907912.67",80907912,"mechanical","","No issues, thank you.",29,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,25,-75,22.89,"67",1,0
"81351852.67",81351852,"mechanical","","No",21,"c.2.Yr.Coll",0,0,0,0,0,1,0,0,0,5,-40,19.144,"67",1,0
"20105010.67",20105010,"human-like","","No",30,"b.HS.only",1,0,0,0,0,0,0,0,0,95,-62,9.046,"67",1,0
"75328488.67",75328488,"human-like","","no",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,60,-40,24.324,"67",0,0
"51854224.67",51854224,"mechanical","","no",37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,-14,19.139,"67",1,0
"87631866.67",87631866,"human-like","","No. Everything went fine. Thanks. ",44,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,91,-10,10.028,"67",1,0
"65318898.67",65318898,"human-like","","It wouldn't pop up in another screen but besides that it worked fine.",40,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,87,-17,33.397,"67",1,0
"87693660.67",87693660,"mechanical","","no",39,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,34,-24,11.945,"67",1,0
"55545755.67",55545755,"mechanical","","no.",21,"c.2.Yr.Coll",0,0,0,0,0,0,0,1,0,20,-49,15.152,"67",1,0
"97096318.67",97096318,"human-like","","No issues.  It all ran smooth and was a fun and different type of HIT.",44,"b.HS.only",1,0,0,0,0,0,0,0,0,68,-28,8.421,"67",0,0
"61903904.67",61903904,"mechanical","","no",47,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,84,-19,10.453,"67",1,0
"93999607.67",93999607,"mechanical","","none",31,"b.HS.only",1,0,0,0,0,0,0,0,0,25,-20,24.809,"67",1,0
"87082835.67",87082835,"human-like","","no",44,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,59,-65,12.716,"67",1,0
"50542028.67",50542028,"human-like","","no",24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,68,-41,7.251,"67",0,0
"66511201.67",66511201,"human-like","","No",27,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,85,1,9.854,"67",0,1
"10067756.67",10067756,"mechanical","","",24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,-55,31.679,"67",0,0
"10870722.67",10870722,"mechanical","","none",35,"b.HS.only",1,0,0,0,0,0,0,0,0,34,-43,16.782,"67",0,0
"21990744.67",21990744,"human-like","","No Technical Problems",26,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,85,-10,13.231,"67",0,0
"49204422.67",49204422,"mechanical","","none",34,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,28,-68,9.798,"67",0,0
"57540092.68",57540092,"human-like","","",21,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,56,-17,5.973,"68",0,0
"90848727.68",90848727,"human-like","","no",18,"b.HS.only",1,0,0,0,0,0,0,0,0,55,-38,9.854,"68",0,0
"52139761.68",52139761,"mechanical","","no",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,12,-63,6.142,"68",0,0
"22126544.68",22126544,"human-like","","I wasn't sure if the last question (Do you think you've seen this face before this survey) applied to previous questions or more generally in my life. ",19,"b.HS.only",1,0,0,0,0,0,0,0,0,91,-46,4.695,"68",0,0
"98199656.68",98199656,"mechanical","","no",19,"b.HS.only",1,0,0,0,0,0,0,0,0,58,-45,6.487,"68",1,0
"87459225.68",87459225,"human-like","","None",25,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,75,-62,12.405,"68",0,0
"30229826.68",30229826,"human-like","","None",51,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,94,-41,13.227,"68",0,0
"11142631.68",11142631,"mechanical","","no",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,-63,7.724,"68",1,0
"67914440.68",67914440,"human-like","","No.",20,"b.HS.only",1,0,0,0,0,0,0,0,0,88,-41,9.125,"68",1,0
"46031764.68",46031764,"human-like","","no",50,"b.HS.only",1,0,0,0,0,0,0,0,0,65,-52,13.814,"68",1,0
"99445757.68",99445757,"human-like","","No",36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,70,-29,6.152,"68",0,0
"87786538.68",87786538,"mechanical","","no. ",32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,33,-60,8.055,"68",0,0
"85547776.68",85547776,"human-like","","No. It was pretty straightforward.",42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,86,-52,9.533,"68",1,0
"19071077.68",19071077,"mechanical","","",22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,6,-76,8.909,"68",0,0
"36796684.68",36796684,"mechanical","","no",55,"b.HS.only",1,0,0,0,0,0,0,0,0,24,-39,11.799,"68",0,0
"92872603.68",92872603,"mechanical","","No I did not. ",27,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,33,-66,6.37,"68",0,0
"25132135.68",25132135,"mechanical","","more confusion than anything.  some faces were extremely lifelike!",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,-50,6.388,"68",0,0
"29677744.68",29677744,"human-like","","No",37,"b.HS.only",1,0,0,0,0,0,0,0,0,70,-65,10.865,"68",1,0
"21575119.68",21575119,"human-like","","",21,"c.2.Yr.Coll",1,0,0,0,0,1,0,0,0,94,-86,10.471,"68",1,0
"17350089.68",17350089,"mechanical","","No, I didn't have any problems.",43,"b.HS.only",1,0,0,0,0,1,0,1,0,30,-40,14.938,"68",1,0
"78584558.68",78584558,"human-like","","no",61,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,90,-80,16.619,"68",1,0
"35118750.68",35118750,"human-like","","None",35,"b.HS.only",1,0,0,0,0,0,0,0,0,80,-20,12.828,"68",0,0
"19405606.68",19405606,"human-like","","None.",39,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,100,-64,8.392,"68",1,0
"47785580.68",47785580,"human-like","","No",32,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,92,-44,5.845,"68",0,0
"22119787.68",22119787,"mechanical","","No",36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,33,-75,11.836,"68",1,0
"70126906.68",70126906,"mechanical","","No",42,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,26,-47,15.5,"68",1,0
"35542605.68",35542605,"human-like","","No",32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,80,-52,5.122,"68",0,0
"53729894.68",53729894,"human-like","","I did not experience any confusions or problems.",30,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,85,-60,16.845,"68",1,0
"18367701.68",18367701,"human-like","","No confusion or technical problems experienced.",25,"b.HS.only",1,0,0,0,0,0,0,0,0,80,-41,28.637,"68",1,0
"77522393.68",77522393,"mechanical","","I don't think so. I was a little confused about ""have you seen this before the survey?"" because all the pictures were shown on the first page, but I assumed you wanted to know if I'd seen them before I was shown them.",33,"d.4.Yr.Coll",1,1,0,0,0,0,0,0,0,80,-60,15.093,"68",1,0
"94417992.68",94417992,"human-like","","No, but some pictures were a little fuzzy",41,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,83,-91,14.871,"68",1,0
"93643997.68",93643997,"mechanical","","",34,"Post.Grad.Degree",1,1,1,1,1,1,1,1,1,32,-43,5.492,"68",0,0
"14661991.68",14661991,"mechanical","","nope",22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,21,-100,15.685,"68",0,1
"12102073.68",12102073,"human-like","","No.",23,"b.HS.only",0,1,0,0,0,0,0,1,0,91,-41,15.339,"68",1,0
"59186701.68",59186701,"mechanical","","No",26,"a.No.HS",1,1,0,0,0,0,0,0,0,26,-30,23.05,"68",1,0
"21219262.68",21219262,"mechanical","","None",53,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,30,-24,24.511,"68",1,1
"58422882.68",58422882,"mechanical","","Nope. Made me tired though. I maybe should have taken a break in between. Hopefully I didn't miss any attention checks.",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,30,-40,29.074,"68",0,0
"89284483.68",89284483,"human-like","","No",26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,84,-53,8.51,"68",1,1
"12519221.68",12519221,"mechanical","","No, I did experience any problems.",24,"b.HS.only",0,0,0,0,0,1,0,0,0,52,-44,9.768,"68",1,0
"61231826.68",61231826,"mechanical","","No. ",52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,6,-73,11.306,"68",1,0
"91817739.68",91817739,"mechanical","","No confusion, but on one of the robots (it resembeled an asian woman) I accidentally marked that it had an emotion that it was skewing towards negative when it was really a positive. It was more like a 44 on the positive scale.",28,"b.HS.only",0,1,0,0,0,0,0,0,0,12,-87,12.347,"68",0,0
"17171596.68",17171596,"human-like","","There was a bit of confusion about the question of if I've seen a robot face before doing the survey. You showed that collection of thumbnails before the rest of the questions started, and I did indeed see many of the faces I rated on that list, however I didn't consider that to be 'before' the survey. The thumbnails were, in my mind, part of the survey. I only said I saw a face before taking the survey if it was literally BEFORE clicking the link to this qualtrics page. I hope that's what you meant and that I didn't cause an issue with the results. If it's not what you meant, I'd say about 80% of the faces I saw I recognized from the thumbnail list.",27,"b.HS.only",1,0,0,0,0,0,0,0,0,95,-25,15.601,"68",0,0
"47481076.68",47481076,"mechanical","","No",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,30,-80,15.677,"68",1,0
"18104407.68",18104407,"mechanical","","I did not experience any confusion or technial problems.",33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,-80,54.611,"68",1,0
"28902932.68",28902932,"mechanical","","The survey went smoothly - all images were clear. ",55,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,35,-55,24.679,"68",0,0
"85501883.68",85501883,"human-like","","No.",35,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,91,-53,27.033,"68",1,0
"69719298.68",69719298,"human-like","","no",46,"b.HS.only",1,0,0,0,0,0,0,0,0,82,-86,10.844,"68",1,0
"80907912.68",80907912,"mechanical","","No issues, thank you.",29,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,50,-50,20.474,"68",1,0
"81351852.68",81351852,"mechanical","","No",21,"c.2.Yr.Coll",0,0,0,0,0,1,0,0,0,15,-50,72.914,"68",1,0
"20105010.68",20105010,"human-like","","No",30,"b.HS.only",1,0,0,0,0,0,0,0,0,72,-35,6.63,"68",1,0
"75328488.68",75328488,"human-like","","no",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,75,-40,140.473,"68",0,0
"51854224.68",51854224,"mechanical","","no",37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,19,-80,7.273,"68",1,0
"87631866.68",87631866,"human-like","","No. Everything went fine. Thanks. ",44,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,92,-51,11.879,"68",1,0
"65318898.68",65318898,"human-like","","It wouldn't pop up in another screen but besides that it worked fine.",40,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,100,-94,16.611,"68",1,0
"87693660.68",87693660,"mechanical","","no",39,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,19,-30,13.69,"68",1,0
"55545755.68",55545755,"mechanical","","no.",21,"c.2.Yr.Coll",0,0,0,0,0,0,0,1,0,16,-4,9.91,"68",1,0
"97096318.68",97096318,"human-like","","No issues.  It all ran smooth and was a fun and different type of HIT.",44,"b.HS.only",1,0,0,0,0,0,0,0,0,74,-42,6.599,"68",0,0
"61903904.68",61903904,"mechanical","","no",47,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,65,-6,16.173,"68",1,0
"93999607.68",93999607,"mechanical","","none",31,"b.HS.only",1,0,0,0,0,0,0,0,0,20,-25,21.73,"68",1,0
"87082835.68",87082835,"human-like","","no",44,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,66,-25,38.824,"68",1,0
"50542028.68",50542028,"human-like","","no",24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,69,-41,9.638,"68",0,0
"66511201.68",66511201,"human-like","","No",27,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,79,-34,7.514,"68",0,1
"10067756.68",10067756,"mechanical","","",24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,-80,22.03,"68",0,0
"10870722.68",10870722,"mechanical","","none",35,"b.HS.only",1,0,0,0,0,0,0,0,0,24,-73,25.987,"68",0,0
"21990744.68",21990744,"human-like","","No Technical Problems",26,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,85,-20,16.275,"68",0,0
"49204422.68",49204422,"mechanical","","none",34,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,30,-15,27.483,"68",0,0
"57540092.69",57540092,"human-like","","",21,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,86,0,4.279,"69",0,0
"90848727.69",90848727,"human-like","","no",18,"b.HS.only",1,0,0,0,0,0,0,0,0,87,18,4.726,"69",0,0
"52139761.69",52139761,"mechanical","","no",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,18,-20,6.229,"69",0,0
"22126544.69",22126544,"human-like","","I wasn't sure if the last question (Do you think you've seen this face before this survey) applied to previous questions or more generally in my life. ",19,"b.HS.only",1,0,0,0,0,0,0,0,0,95,42,5.059,"69",0,0
"98199656.69",98199656,"mechanical","","no",19,"b.HS.only",1,0,0,0,0,0,0,0,0,58,0,5.587,"69",1,0
"87459225.69",87459225,"human-like","","None",25,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,90,0,7.137,"69",0,0
"30229826.69",30229826,"human-like","","None",51,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,97,0,15.529,"69",0,0
"11142631.69",11142631,"mechanical","","no",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,0,7.474,"69",1,0
"67914440.69",67914440,"human-like","","No.",20,"b.HS.only",1,0,0,0,0,0,0,0,0,97,9,9.045,"69",1,0
"46031764.69",46031764,"human-like","","no",50,"b.HS.only",1,0,0,0,0,0,0,0,0,75,0,11.764,"69",1,0
"99445757.69",99445757,"human-like","","No",36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,89,-16,6.81,"69",0,0
"87786538.69",87786538,"mechanical","","no. ",32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,70,12.796,"69",0,0
"85547776.69",85547776,"human-like","","No. It was pretty straightforward.",42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,98,0,13.357,"69",1,0
"19071077.69",19071077,"mechanical","","",22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,0,8.274,"69",0,0
"36796684.69",36796684,"mechanical","","no",55,"b.HS.only",1,0,0,0,0,0,0,0,0,32,0,10.808,"69",0,0
"92872603.69",92872603,"mechanical","","No I did not. ",27,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,19,24,6.5,"69",0,0
"25132135.69",25132135,"mechanical","","more confusion than anything.  some faces were extremely lifelike!",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,0,7.445,"69",0,0
"29677744.69",29677744,"human-like","","No",37,"b.HS.only",1,0,0,0,0,0,0,0,0,78,0,10.443,"69",1,0
"21575119.69",21575119,"human-like","","",21,"c.2.Yr.Coll",1,0,0,0,0,1,0,0,0,97,14,7.721,"69",1,0
"17350089.69",17350089,"mechanical","","No, I didn't have any problems.",43,"b.HS.only",1,0,0,0,0,1,0,1,0,25,0,20.131,"69",1,0
"78584558.69",78584558,"human-like","","no",61,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,65,20,11.969,"69",1,0
"35118750.69",35118750,"human-like","","None",35,"b.HS.only",1,0,0,0,0,0,0,0,0,70,0,9.222,"69",0,0
"19405606.69",19405606,"human-like","","None.",39,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,100,21,9.571,"69",1,0
"47785580.69",47785580,"human-like","","No",32,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,100,44,7.1,"69",0,0
"22119787.69",22119787,"mechanical","","No",36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,8,22,21.216,"69",1,0
"70126906.69",70126906,"mechanical","","No",42,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,7,16,14.591,"69",1,0
"35542605.69",35542605,"human-like","","No",32,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,72,15,5.707,"69",0,0
"53729894.69",53729894,"human-like","","I did not experience any confusions or problems.",30,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,75,15,11.85,"69",1,0
"18367701.69",18367701,"human-like","","No confusion or technical problems experienced.",25,"b.HS.only",1,0,0,0,0,0,0,0,0,98,20,14.501,"69",1,0
"77522393.69",77522393,"mechanical","","I don't think so. I was a little confused about ""have you seen this before the survey?"" because all the pictures were shown on the first page, but I assumed you wanted to know if I'd seen them before I was shown them.",33,"d.4.Yr.Coll",1,1,0,0,0,0,0,0,0,65,0,14.032,"69",1,0
"94417992.69",94417992,"human-like","","No, but some pictures were a little fuzzy",41,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,66,0,20.005,"69",1,0
"93643997.69",93643997,"mechanical","","",34,"Post.Grad.Degree",1,1,1,1,1,1,1,1,1,14,51,9.158,"69",0,0
"14661991.69",14661991,"mechanical","","nope",22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,86,6.281,"69",0,1
"12102073.69",12102073,"human-like","","No.",23,"b.HS.only",0,1,0,0,0,0,0,1,0,83,17,11.607,"69",1,0
"59186701.69",59186701,"mechanical","","No",26,"a.No.HS",1,1,0,0,0,0,0,0,0,42,10,12.411,"69",1,0
"21219262.69",21219262,"mechanical","","None",53,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,11,44,29.174,"69",1,0
"58422882.69",58422882,"mechanical","","Nope. Made me tired though. I maybe should have taken a break in between. Hopefully I didn't miss any attention checks.",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,30,10,14,"69",0,0
"89284483.69",89284483,"human-like","","No",26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,84,12,6.621,"69",1,0
"12519221.69",12519221,"mechanical","","No, I did experience any problems.",24,"b.HS.only",0,0,0,0,0,1,0,0,0,40,5,19.689,"69",1,0
"61231826.69",61231826,"mechanical","","No. ",52,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,15,0,11.89,"69",1,0
"91817739.69",91817739,"mechanical","","No confusion, but on one of the robots (it resembeled an asian woman) I accidentally marked that it had an emotion that it was skewing towards negative when it was really a positive. It was more like a 44 on the positive scale.",28,"b.HS.only",0,1,0,0,0,0,0,0,0,9,19,8.349,"69",0,0
"17171596.69",17171596,"human-like","","There was a bit of confusion about the question of if I've seen a robot face before doing the survey. You showed that collection of thumbnails before the rest of the questions started, and I did indeed see many of the faces I rated on that list, however I didn't consider that to be 'before' the survey. The thumbnails were, in my mind, part of the survey. I only said I saw a face before taking the survey if it was literally BEFORE clicking the link to this qualtrics page. I hope that's what you meant and that I didn't cause an issue with the results. If it's not what you meant, I'd say about 80% of the faces I saw I recognized from the thumbnail list.",27,"b.HS.only",1,0,0,0,0,0,0,0,0,100,10,11.818,"69",0,0
"47481076.69",47481076,"mechanical","","No",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,40,10,64.518,"69",1,0
"18104407.69",18104407,"mechanical","","I did not experience any confusion or technial problems.",33,"b.HS.only",1,0,0,0,0,0,0,0,0,30,0,32.477,"69",1,0
"28902932.69",28902932,"mechanical","","The survey went smoothly - all images were clear. ",55,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,34,12,22.269,"69",0,0
"85501883.69",85501883,"human-like","","No.",35,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,85,7,25.129,"69",1,0
"69719298.69",69719298,"human-like","","no",46,"b.HS.only",1,0,0,0,0,0,0,0,0,91,6,11.212,"69",1,0
"80907912.69",80907912,"mechanical","","No issues, thank you.",29,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,35,0,20.504,"69",1,0
"81351852.69",81351852,"mechanical","","No",21,"c.2.Yr.Coll",0,0,0,0,0,1,0,0,0,10,10,30.384,"69",1,0
"20105010.69",20105010,"human-like","","No",30,"b.HS.only",1,0,0,0,0,0,0,0,0,93,21,15.158,"69",1,0
"75328488.69",75328488,"human-like","","no",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,60,0,16.291,"69",0,0
"51854224.69",51854224,"mechanical","","no",37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,25,12.381,"69",1,0
"87631866.69",87631866,"human-like","","No. Everything went fine. Thanks. ",44,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,91,6,40.826,"69",1,0
"65318898.69",65318898,"human-like","","It wouldn't pop up in another screen but besides that it worked fine.",40,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,71,5,15.901,"69",1,0
"87693660.69",87693660,"mechanical","","no",39,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,14,-44,8.245,"69",1,0
"55545755.69",55545755,"mechanical","","no.",21,"c.2.Yr.Coll",0,0,0,0,0,0,0,1,0,7,10,12.232,"69",1,0
"97096318.69",97096318,"human-like","","No issues.  It all ran smooth and was a fun and different type of HIT.",44,"b.HS.only",1,0,0,0,0,0,0,0,0,81,19,7.474,"69",0,0
