"","id","experiment","problems","too.many.faces","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","female","exclude","time","main.rating","time.spent","seen.before","face"
"QTRX74974159.45","QTRX74974159","trust","Nah ",0,27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",45,5,5.561,2,"46"
"QTRX49184364.45","QTRX49184364","trust","None",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",45,28,6.034,2,"46"
"QTRX65553864.45","QTRX65553864","trust","",0,18,"b.HS.only",1,0,0,0,1,0,0,0,0,0,"no",45,0,9.362,2,"46"
"QTRX17459076.45","QTRX17459076","trust","no",0,24,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"no",45,40,6.976,1,"46"
"QTRX68321958.45","QTRX68321958","trust","one screen paused and would load the next screen after I submited my answer. it eventually loaded. ",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,20,9.001,2,"46"
"QTRX70334101.45","QTRX70334101","trust","No",0,20,"c.2.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",45,99,16.395,1,"46"
"QTRX44403832.45","QTRX44403832","trust","no",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",45,31,6.415,2,"46"
"QTRX72777706.45","QTRX72777706","trust","",0,30,"d.4.Yr.Coll",0,0,0,1,0,0,1,0,0,0,"no",45,2,8.773,2,"46"
"QTRX76735345.45","QTRX76735345","trust","no",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",45,23,6.367,2,"46"
"QTRX84036365.45","QTRX84036365","trust","No",0,36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,91,4.934,2,"46"
"QTRX97496038.45","QTRX97496038","trust","no",1,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",45,3,7.553,2,"46"
"QTRX42032396.45","QTRX42032396","trust","no",0,36,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",45,25,5.83,2,"46"
"QTRX60974571.45","QTRX60974571","trust","no",0,54,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",45,100,10.182,2,"46"
"QTRX20008129.45","QTRX20008129","trust","No.",0,53,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",45,12,11.058,2,"46"
"QTRX33534035.45","QTRX33534035","trust","No",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,99,5.349,2,"46"
"QTRX11764856.45","QTRX11764856","trust","no",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",45,36,5.26,1,"46"
"QTRX17284116.45","QTRX17284116","trust","No, I did not experience any confusion or technical problems within this study. ",0,22,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",45,70,10.263,2,"46"
"QTRX52502568.45","QTRX52502568","trust","No",0,35,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",45,100,5.647,2,"46"
"QTRX46174232.45","QTRX46174232","trust","nope",0,50,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",45,5,3.341,2,"46"
"QTRX12858042.45","QTRX12858042","trust","No",1,37,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",45,99,7.531,1,"46"
"QTRX39641494.45","QTRX39641494","trust","No, I did not experience any confusion or technical problems with the survey.",0,37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,100,3.513,2,"46"
"QTRX45468082.45","QTRX45468082","trust","No",1,33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",45,32,4.698,1,"46"
"QTRX44518834.45","QTRX44518834","trust","No, but I decided not to wager anything and keep my money because I do not trust robots. ",0,27,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",45,0,5.673,2,"46"
"QTRX57387763.45","QTRX57387763","trust","no",0,36,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,76,15.095,2,"46"
"QTRX13425059.45","QTRX13425059","trust","I did not have any technical difficulties",0,23,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",45,30,9.296,2,"46"
"QTRX33367763.45","QTRX33367763","trust","no",0,48,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",45,64,6.035,2,"46"
"QTRX97905897.45","QTRX97905897","trust","No",0,30,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",45,6,5.702,2,"46"
"QTRX72198509.45","QTRX72198509","trust","None",0,47,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",45,20,17.253,2,"46"
"QTRX42460209.45","QTRX42460209","trust","The survey loaded very slowly.",0,22,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",45,40,20.606,2,"46"
"QTRX30240796.45","QTRX30240796","trust","no",0,63,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",45,29,5.74,2,"46"
"QTRX80736060.45","QTRX80736060","trust","No",0,32,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",45,29,10.948,2,"46"
"QTRX33247254.45","QTRX33247254","trust","No",0,35,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",45,40,11.926,2,"46"
"QTRX28674078.45","QTRX28674078","trust",NA,1,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,100,4.035,2,"46"
"QTRX72466779.45","QTRX72466779","trust","no",0,29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",45,2,18.465,2,"46"
"QTRX18811355.45","QTRX18811355","trust","No",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,100,5.705,2,"46"
"QTRX51951610.45","QTRX51951610","trust","No",0,27,"Post.Grad.Degree",0,1,0,0,0,0,0,0,0,1,"no",45,33,5.04,2,"46"
"QTRX63906545.45","QTRX63906545","trust","",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,70,5.552,2,"46"
"QTRX38233969.45","QTRX38233969","trust","unclear on what basis i am supposed to choose an amount to wager.  am i rating the robots by how ""trustworthy"" they look or something?",0,30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,50,2.236,2,"46"
"QTRX74178912.45","QTRX74178912","trust","No",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",45,0,7.512,2,"46"
"QTRX95065027.45","QTRX95065027","trust","No",1,22,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",45,50,5.169,2,"46"
"QTRX89478585.45","QTRX89478585","trust","The pictures would not load all the time. I think Qualtrics is broken",1,28,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",45,27,9.864,2,"46"
"QTRX84739869.45","QTRX84739869","trust","no",0,26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",45,0,6.269,2,"46"
"QTRX64126055.45","QTRX64126055","trust","no",0,20,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",45,70,2.708,1,"46"
"QTRX70286191.46","QTRX70286191","trust","no",0,46,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,30,6.267,1,"47"
"QTRX24681433.46","QTRX24681433","trust","Nope.",0,36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,11,7.6,2,"47"
"QTRX13028870.46","QTRX13028870","trust","nope",0,35,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",46,80,7.066,2,"47"
"QTRX92933486.46","QTRX92933486","trust","no",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,12,10.302,2,"47"
"QTRX72313638.46","QTRX72313638","trust","no",1,60,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",46,0,7.992,2,"47"
"QTRX84937651.46","QTRX84937651","trust","No",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,51,12.716,2,"47"
"QTRX95244958.46","QTRX95244958","trust","no",0,21,"b.HS.only",0,0,0,0,0,1,0,0,0,1,"no",46,25,9.082,2,"47"
"QTRX73189647.46","QTRX73189647","trust","No.",0,18,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"no",46,1,4.086,2,"47"
"QTRX10465486.46","QTRX10465486","trust","No, it was fine.",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,1,5.503,2,"47"
"QTRX18302977.46","QTRX18302977","trust","Nope",0,37,"b.HS.only",0,0,0,0,0,0,0,1,0,0,"no",46,61,16.785,2,"47"
"QTRX25774844.46","QTRX25774844","trust","None whatsoever.",0,34,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",46,10,9.517,2,"47"
"QTRX44288493.46","QTRX44288493","trust","No.",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,19,8.325,2,"47"
"QTRX65419860.46","QTRX65419860","trust","No",0,43,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,5,10.841,2,"47"
"QTRX69734106.46","QTRX69734106","trust","no",0,27,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",46,96,4.134,1,"47"
"QTRX37168355.46","QTRX37168355","trust","",0,28,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",46,10,7.084,2,"47"
"QTRX90560581.46","QTRX90560581","trust","",0,20,"c.2.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",46,40,6.696,2,"47"
"QTRX38082285.46","QTRX38082285","trust","no",1,30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,70,2.937,2,"47"
"QTRX49184364.46","QTRX49184364","trust","None",0,24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",46,48,4.687,2,"47"
"QTRX65553864.46","QTRX65553864","trust","",0,18,"b.HS.only",1,0,0,0,1,0,0,0,0,0,"no",46,0,4.717,2,"47"
"QTRX38232902.46","QTRX38232902","trust","no",0,19,"b.HS.only",0,1,0,0,0,0,0,0,0,1,"no",46,10,4.973,2,"47"
"QTRX41371961.46","QTRX41371961","trust","Nope",0,26,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",46,0,4.762,2,"47"
"QTRX96491508.46","QTRX96491508","trust","",0,35,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,29,3.359,2,"47"
"QTRX18794624.46","QTRX18794624","trust","no",0,21,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,28,32.777,2,"47"
"QTRX80346312.46","QTRX80346312","trust","not at all",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,5,4.933,2,"47"
"QTRX31338358.46","QTRX31338358","trust","No",0,20,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,50,5.325,2,"47"
"QTRX35009303.46","QTRX35009303","trust","none",0,40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,13,14.222,2,"47"
"QTRX93917302.46","QTRX93917302","trust","No",0,21,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,19,10.548,2,"47"
"QTRX42032396.46","QTRX42032396","trust","no",0,36,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",46,75,7.42,2,"47"
"QTRX92408245.46","QTRX92408245","trust","no",0,63,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",46,80,5.224,2,"47"
"QTRX33534035.46","QTRX33534035","trust","No",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,99,5.92,1,"47"
"QTRX72122780.46","QTRX72122780","trust","No",0,27,"d.4.Yr.Coll",1,1,1,1,1,1,1,1,1,0,"no",46,0,5.37,1,"47"
"QTRX36914526.46","QTRX36914526","trust","No",0,21,"b.HS.only",0,0,0,0,0,0,1,0,0,0,"no",46,35,31.753,2,"47"
"QTRX48133757.46","QTRX48133757","trust","no",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,10,7.951,2,"47"
"QTRX13403053.46","QTRX13403053","trust","",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,1,0,"no",46,12,7.499,2,"47"
"QTRX53572023.46","QTRX53572023","trust","",0,44,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",46,11,5.941,2,"47"
"QTRX90164418.46","QTRX90164418","trust","No. Everything worked perfectly.",0,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,50,19.764,2,"47"
"QTRX20587577.46","QTRX20587577","trust","no",0,27,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",46,100,6.916,2,"47"
"QTRX36295758.46","QTRX36295758","trust","none",0,39,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",46,1,21.166,2,"47"
"QTRX52502568.46","QTRX52502568","trust","No",0,35,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,60,6.645,2,"47"
"QTRX14456431.46","QTRX14456431","trust","No",0,26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",46,82,19.648,2,"47"
"QTRX77524110.46","QTRX77524110","trust","No problems, thank you.",0,41,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,90,7.151,2,"47"
"QTRX39823689.46","QTRX39823689","trust","no.",0,36,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",46,16,7.407,1,"47"
"QTRX24585673.46","QTRX24585673","trust","No",0,46,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",46,72,5.956,2,"47"
"QTRX79279019.46","QTRX79279019","trust","no",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,5,6.06,2,"47"
"QTRX98240380.46","QTRX98240380","trust","None",0,56,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,50,10.291,1,"47"
"QTRX61142601.46","QTRX61142601","trust","no",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,80,8.188,2,"47"
"QTRX57525859.46","QTRX57525859","trust","No",1,31,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,50,6.435,2,"47"
"QTRX24608901.46","QTRX24608901","trust","no",0,54,"Post.Grad.Degree",0,0,0,0,1,0,0,0,0,1,"no",46,60,8.544,1,"47"
"QTRX62224979.46","QTRX62224979","trust","no",0,28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",46,40,3.914,2,"47"
"QTRX80098260.46","QTRX80098260","trust","The survey ran fine",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,40,5.009,2,"47"
"QTRX74560709.46","QTRX74560709","trust","",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,71,8.287,2,"47"
"QTRX13425059.46","QTRX13425059","trust","I did not have any technical difficulties",0,23,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",46,10,10.144,2,"47"
"QTRX25311047.46","QTRX25311047","trust","No none.",0,62,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,10,12.814,2,"47"
"QTRX87520097.46","QTRX87520097","trust","no",0,33,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,80,5.958,2,"47"
"QTRX68670318.46","QTRX68670318","trust","No.",0,41,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,25,5.572,2,"47"
"QTRX14656199.46","QTRX14656199","trust","no",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,0,3.76,2,"47"
"QTRX84316630.46","QTRX84316630","trust","none",0,29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,61,11.054,2,"47"
"QTRX80736060.46","QTRX80736060","trust","No",0,32,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",46,4,12.168,2,"47"
"QTRX33247254.46","QTRX33247254","trust","No",0,35,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",46,40,13.407,2,"47"
"QTRX72466779.46","QTRX72466779","trust","no",0,29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",46,0,13.876,2,"47"
"QTRX18811355.46","QTRX18811355","trust","No",0,22,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,100,6.461,2,"47"
"QTRX10803789.46","QTRX10803789","trust","no",0,25,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,0,13.303,2,"47"
"QTRX57255627.46","QTRX57255627","trust","no",1,32,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",46,44,6.475,2,"47"
"QTRX63906545.46","QTRX63906545","trust","",0,26,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",46,50,10.42,2,"47"
"QTRX41957044.46","QTRX41957044","trust","no",0,55,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",46,94,13.411,2,"47"
"QTRX89478585.46","QTRX89478585","trust","The pictures would not load all the time. I think Qualtrics is broken",1,28,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",46,7,3.599,2,"47"
"QTRX84739869.46","QTRX84739869","trust","no",0,26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",46,0,7.471,2,"47"
"QTRX66915200.46","QTRX66915200","trust","No",0,39,"Post.Grad.Degree",0,1,0,0,0,0,0,0,0,1,"no",46,0,4.478,2,"47"
"QTRX72521536.47","QTRX72521536","trust","No",0,34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,20,11.419,2,"48"
"QTRX57213481.47","QTRX57213481","trust","no problems. ",0,44,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",47,20,12.23,2,"48"
"QTRX66173609.47","QTRX66173609","trust","NONE",0,26,"b.HS.only",0,0,0,0,0,0,1,0,0,0,"no",47,56,5.9,2,"48"
"QTRX89268711.47","QTRX89268711","trust","No",0,56,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,40,13.548,2,"48"
"QTRX81920328.47","QTRX81920328","trust","No, it was good.",0,43,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",47,95,10.079,2,"48"
"QTRX61008991.47","QTRX61008991","trust","no",0,39,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,0,"no",47,100,6.716,2,"48"
"QTRX50077178.47","QTRX50077178","trust","no",0,33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",47,80,4.263,2,"48"
"QTRX16766874.47","QTRX16766874","trust","No",0,28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,83,6.464,2,"48"
"QTRX49252279.47","QTRX49252279","trust","",0,27,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,1,"no",47,80,14.805,2,"48"
"QTRX51999947.47","QTRX51999947","trust","no",0,59,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",47,45,15.198,2,"48"
"QTRX73189647.47","QTRX73189647","trust","No.",0,18,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"no",47,10,5.655,2,"48"
"QTRX28942350.47","QTRX28942350","trust","I was a bit confused about the wager amount since I was supposed to have 100 but I had the option to wager up to 100 on each robot.",0,31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,40,12.642,2,"48"
"QTRX10465486.47","QTRX10465486","trust","No, it was fine.",0,29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,1,5.395,2,"48"
"QTRX25774844.47","QTRX25774844","trust","None whatsoever.",0,34,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",47,20,9.649,2,"48"
"QTRX70800902.47","QTRX70800902","trust","no",0,35,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",47,5,5.661,2,"48"
"QTRX63943695.47","QTRX63943695","trust","n/a",0,28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,0,6.536,2,"48"
"QTRX62467888.47","QTRX62467888","trust","No",0,22,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",47,35,49.865,2,"48"
"QTRX65419860.47","QTRX65419860","trust","No",0,43,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,5,11.095,2,"48"
"QTRX43584047.47","QTRX43584047","trust","Computer mouse died in the middle, had to go get a spare mouse and hook up so I could finish the study that is why there is a gap of time in the middle between some of the answers while I went and got my spare mouse.",0,41,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,100,15.58,1,"48"
"QTRX37168355.47","QTRX37168355","trust","",0,28,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"no",47,25,10.855,2,"48"
"QTRX38082285.47","QTRX38082285","trust","no",1,30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,51,6.359,2,"48"
"QTRX10316751.47","QTRX10316751","trust","no",0,25,"b.HS.only",0,1,0,0,0,0,0,0,0,1,"no",47,0,22.756,2,"48"
"QTRX38232902.47","QTRX38232902","trust","no",0,19,"b.HS.only",0,1,0,0,0,0,0,0,0,1,"no",47,0,7.094,2,"48"
"QTRX63140496.47","QTRX63140496","trust","No",0,19,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",47,61,4.232,2,"48"
"QTRX47420836.47","QTRX47420836","trust","no",0,42,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,100,7.193,2,"48"
"QTRX67583507.47","QTRX67583507","trust","",0,38,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,97,14.019,2,"48"
"QTRX28271331.47","QTRX28271331","trust","nope",0,29,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"no",47,8,4.058,2,"48"
"QTRX44403832.47","QTRX44403832","trust","no",0,33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,17,7.786,2,"48"
"QTRX41951235.47","QTRX41951235","trust","No",1,22,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",47,30,11.983,1,"48"
"QTRX79017804.47","QTRX79017804","trust","No",0,22,"b.HS.only",0,0,0,0,0,0,0,1,0,1,"no",47,10,11.088,2,"48"
"QTRX94822915.47","QTRX94822915","trust","no",0,29,"d.4.Yr.Coll",1,0,0,1,0,0,1,0,0,0,"no",47,20,7.71,2,"48"
"QTRX84036365.47","QTRX84036365","trust","No",0,36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,71,2.767,2,"48"
"QTRX81159764.47","QTRX81159764","trust","Yes, I was confused whether to hit yes or no when identifying the robots.",1,20,"b.HS.only",0,0,0,0,0,1,0,0,0,0,"no",47,79,3.86,2,"48"
"QTRX60974571.47","QTRX60974571","trust","no",0,54,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"no",47,100,48.314,2,"48"
"QTRX77458152.47","QTRX77458152","trust","no",0,42,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,0,5.672,2,"48"
"QTRX72122780.47","QTRX72122780","trust","No",0,27,"d.4.Yr.Coll",1,1,1,1,1,1,1,1,1,0,"no",47,0,5.821,2,"48"
"QTRX36113205.47","QTRX36113205","trust","No",0,26,"d.4.Yr.Coll",1,0,1,0,0,0,0,0,0,0,"no",47,8,6.107,2,"48"
"QTRX91754431.47","QTRX91754431","trust","No",0,53,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,15,4.642,2,"48"
"QTRX24200384.47","QTRX24200384","trust","no",0,25,"c.2.Yr.Coll",0,0,0,0,0,0,1,0,0,0,"no",47,100,6.576,2,"48"
"QTRX47189279.47","QTRX47189279","trust","no issues",0,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,20,29.587,2,"48"
"QTRX56547279.47","QTRX56547279","trust","no",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,29,4.487,2,"48"
"QTRX28211994.47","QTRX28211994","trust","None whatsoever",0,24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,60,9.215,2,"48"
"QTRX16176507.47","QTRX16176507","trust","none",0,26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",47,92,8.264,1,"48"
"QTRX36295758.47","QTRX36295758","trust","none",0,39,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"no",47,3,14.81,2,"48"
"QTRX79504793.47","QTRX79504793","trust","No issues while completing the survey.",0,29,"c.2.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"no",47,20,5.046,2,"48"
"QTRX37555838.47","QTRX37555838","trust","no",0,45,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,9,16.767,1,"48"
"QTRX34796559.47","QTRX34796559","trust","n/a",0,27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,20,9.153,2,"48"
"QTRX18087646.47","QTRX18087646","trust","No",0,67,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",47,60,8.32,2,"48"
"QTRX96769745.47","QTRX96769745","trust","No",0,36,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,19,6.651,2,"48"
"QTRX60682363.47","QTRX60682363","trust","No, I did not experience either during the study.",0,28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,0,5.498,2,"48"
"QTRX39641494.47","QTRX39641494","trust","No, I did not experience any confusion or technical problems with the survey.",0,37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,100,4.672,1,"48"
"QTRX30767986.47","QTRX30767986","trust","no",0,47,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,40,11.521,2,"48"
"QTRX45213333.47","QTRX45213333","trust","No",0,28,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",47,50,6.256,2,"48"
"QTRX98240380.47","QTRX98240380","trust","None",0,56,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,40,17.092,1,"48"
"QTRX61142601.47","QTRX61142601","trust","no",0,23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,10,7.992,2,"48"
"QTRX24727345.47","QTRX24727345","trust","I did not experience any confusion or technical problems with the questionnaire.",0,18,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"no",47,12,31.82,2,"48"
"QTRX44518834.47","QTRX44518834","trust","No, but I decided not to wager anything and keep my money because I do not trust robots. ",0,27,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"no",47,0,3.277,2,"48"
"QTRX62224979.47","QTRX62224979","trust","no",0,28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"no",47,0,5.17,2,"48"
"QTRX74560709.47","QTRX74560709","trust","",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"no",47,91,16.263,2,"48"
"QTRX28507155.47","QTRX28507155","trust","No",0,20,"b.HS.only",0,0,0,0,0,1,0,0,0,0,"no",47,18,3.29,2,"48"
"QTRX47493251.47","QTRX47493251","trust","No",0,24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,75,8.536,2,"48"
"QTRX85632592.47","QTRX85632592","trust","No",0,25,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"no",47,70,9.927,2,"48"
"QTRX33367763.47","QTRX33367763","trust","no",0,48,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"no",47,79,8.893,2,"48"
"QTRX84464085.47","QTRX84464085","trust","",0,37,"d.4.Yr.Coll",1,0,0,0,0,1,0,0,0,0,"no",47,0,6.4,2,"48"
