"","id","experiment","problems","age","educ","caucasian","hisp","black","middle.east","pacific.isl","native.am","south.asian","east.asian","southeast.asian","female","face","time","seen","main.rating","time.spent","seen.before"
"78548732.1",78548732,"likeability","None",19,"b.HS.only",0,0,0,0,0,1,0,0,0,1,"a.Cog",1,1,-44,4.402,2
"78553569.1",78553569,"likeability","Nope",30,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"a.Cog",1,1,-72,6.183,2
"78560586.1",78560586,"likeability","",30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-100,8.942,1
"78598420.1",78598420,"likeability","None.",36,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-6,5.357,2
"78595018.1",78595018,"likeability","",21,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-86,4.07,2
"78567686.1",78567686,"likeability","None",41,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-48,6.602,2
"78592807.1",78592807,"likeability","",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,12,7.608,1
"78567132.1",78567132,"likeability","There were no issues.",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,35,10.423,2
"78577037.1",78577037,"likeability","No",34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-70,12.318,2
"78562382.1",78562382,"likeability","none",33,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"a.Cog",1,1,21,6.468,2
"78587011.1",78587011,"likeability","No.",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-100,5.286,2
"78598192.1",78598192,"likeability","no",43,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-100,15.131,2
"78505451.1",78505451,"likeability","none",43,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,1,"a.Cog",1,1,34,9.17,2
"78541780.1",78541780,"likeability","No",36,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,43,27.065,2
"78506673.1",78506673,"likeability","no",40,"c.2.Yr.Coll",1,0,0,0,0,0,1,0,0,1,"a.Cog",1,1,-80,6.301,2
"78553493.1",78553493,"likeability","None.",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-63,17.592,1
"78516276.1",78516276,"likeability","",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-100,6.375,1
"78579435.1",78579435,"likeability","No",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,61,4.254,2
"78510069.1",78510069,"likeability","No.",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,19,6.082,2
"78557263.1",78557263,"likeability","No. Movement (GIFs) of the robots would be more telling, I think. ",28,"c.2.Yr.Coll",1,0,0,0,1,0,0,0,0,0,"a.Cog",1,1,-40,9.926,2
"78575386.1",78575386,"likeability","",32,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-41,10.089,2
"78519815.1",78519815,"likeability","",24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-63,5.555,2
"78516834.1",78516834,"likeability","Not _exactly, but there was an iFrame error and this popped up inside the turk window, which is mildly awkward.",43,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-34,8.977,2
"78575643.1",78575643,"likeability","no",61,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-84,14.141,2
"78574455.1",78574455,"likeability","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-20,10.586,2
"78594280.1",78594280,"likeability","no.",20,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"a.Cog",1,1,28,7.494,2
"78538917.1",78538917,"likeability","None",26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-39,10.8,2
"78533169.1",78533169,"likeability","nope",43,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-17,6.301,2
"78569058.1",78569058,"likeability","no did not experince any confution or problems",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-97,9.55,2
"78590439.1",78590439,"likeability","No",36,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-20,30.049,2
"78557521.1",78557521,"likeability","no",34,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-63,6.663,2
"78551923.1",78551923,"likeability","NO",41,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-63,9.955,2
"78571036.1",78571036,"likeability","No.",66,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-62,17.837,2
"78569640.1",78569640,"likeability","No confusion or tech problems.",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,0,16.77,2
"78546738.1",78546738,"likeability","No technical problems occurred and verything in the survey was clearly written. Thank you",40,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"a.Cog",1,1,-33,11.692,2
"78507849.1",78507849,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-79,30.72,2
"78564825.1",78564825,"likeability","",24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-71,3.884,2
"78577557.1",78577557,"likeability","not at all",40,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"a.Cog",1,1,-100,6.099,2
"78570947.1",78570947,"likeability","No",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,0,3.747,2
"78509538.1",78509538,"likeability","nope, very well done.",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-72,8.035,2
"78566517.1",78566517,"likeability","",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-100,6.165,2
"78505382.1",78505382,"likeability","no",35,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-29,20.057,2
"78593656.1",78593656,"likeability","no / ",23,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-5,8.063,2
"78522761.1",78522761,"likeability","No",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-28,13.595,2
"78557792.1",78557792,"likeability","no",37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-73,4.205,2
"78547367.1",78547367,"likeability","No, not at all.  Everything went super smooth !!",39,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,16,49.897,2
"78509567.1",78509567,"likeability","none",32,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-100,6.04,2
"78500446.1",78500446,"likeability","Nothing at all.",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-56,5.757,2
"78575348.1",78575348,"likeability","No",29,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"a.Cog",1,1,-56,18.826,1
"78507364.1",78507364,"likeability","no",22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-92,5.578,2
"78548361.1",78548361,"likeability","no",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,1,1,"a.Cog",1,1,8,6.074,2
"78599218.1",78599218,"likeability","No, everything went great for me, thanks!",36,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,0,11.681,2
"78599540.1",78599540,"likeability","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-8,4.12,2
"78521692.1",78521692,"likeability","No.",21,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"a.Cog",1,1,-84,6.15,2
"78549967.1",78549967,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,18,9.328,2
"78542590.1",78542590,"likeability","",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,40,4.202,2
"78504649.1",78504649,"likeability","",24,"b.HS.only",1,0,0,0,0,0,0,0,1,1,"a.Cog",1,1,9,6.037,2
"78505107.1",78505107,"likeability","No",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-100,4.78,2
"78571006.1",78571006,"likeability","no",28,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"a.Cog",1,1,-63,35.114,2
"78577730.1",78577730,"likeability","",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,0,109.147,2
"78518449.1",78518449,"likeability","There was no confusions, or technical issues experienced. ",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-65,2.862,2
"78500266.1",78500266,"likeability","no",52,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,22,6.166,2
"78526036.1",78526036,"likeability","",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,50,7.575,1
"78520386.1",78520386,"likeability","No.",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-60,6.465,2
"78583315.1",78583315,"likeability","none",60,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-39,11.189,2
"78574033.1",78574033,"likeability","no, everything was very clear",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,26,8.018,2
"78567619.1",78567619,"likeability","No",47,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-100,3.764,2
"78512986.1",78512986,"likeability","no",22,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"a.Cog",1,1,-74,3.011,2
"78565068.1",78565068,"likeability","no",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-1,5.598,2
"78542649.1",78542649,"likeability","Nah, but theres no way any robot looks as good as that last one currently though!",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-41,11.23,2
"78559416.1",78559416,"likeability","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-60,5.517,2
"78570194.1",78570194,"likeability","no",42,"Post.Grad.Degree",1,0,0,0,0,0,0,1,0,0,"a.Cog",1,1,-40,22.751,2
"78501226.1",78501226,"likeability","no",51,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-4,15.188,1
"78556306.1",78556306,"likeability","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-90,10.277,2
"78535296.1",78535296,"likeability","no, the pictures loaded up normally",34,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"a.Cog",1,1,-7,4.746,2
"78522611.1",78522611,"likeability","",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,20,8.534,2
"78515824.1",78515824,"likeability","none",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-79,7.289,2
"78514000.1",78514000,"likeability","",25,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-100,3.08,2
"78536587.1",78536587,"likeability","Not at all",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,15,7.523,2
"78540881.1",78540881,"likeability","No",39,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-100,3.696,2
"78553448.1",78553448,"likeability","no problems, short and sweet, good pay",34,"Post.Grad.Degree",1,1,0,0,0,0,0,0,0,1,"a.Cog",1,1,-24,5.869,2
"78557270.1",78557270,"likeability","",27,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-30,6.079,2
"78553832.1",78553832,"likeability","No.",28,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-54,37.467,2
"78589337.1",78589337,"likeability","No.",30,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-60,8.355,2
"78533910.1",78533910,"likeability","No, I think everything was well laid out and easy to understand. ",33,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-78,15.502,2
"78575891.1",78575891,"likeability","no",31,"c.2.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"a.Cog",1,1,-100,15.118,2
"78585024.1",78585024,"likeability","I did not!",48,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-73,5.664,2
"78565830.1",78565830,"likeability","",28,"a.No.HS",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-47,4.089,2
"78509275.1",78509275,"likeability","No. ",29,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,50,9.597,2
"78599818.1",78599818,"likeability","No ",36,"b.HS.only",0,1,0,0,0,0,0,0,0,0,"a.Cog",1,1,-81,11.758,2
"78563358.1",78563358,"likeability","no",45,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-42,7.016,2
"78589170.1",78589170,"likeability","No, everything functioned perfectly.",43,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-90,13.857,2
"78581243.1",78581243,"likeability","Nothing thanks!",54,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-100,5.905,2
"78526599.1",78526599,"likeability","I didn't experience any confusion or technical problems. ",29,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"a.Cog",1,1,19,5.949,2
"78590012.1",78590012,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-11,527.545,2
"78558626.1",78558626,"likeability","Nope, everything worked just fine.",45,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-85,11.68,1
"78597626.1",78597626,"likeability","no",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-23,14.556,2
"78562641.1",78562641,"likeability","No.",29,"b.HS.only",0,0,0,0,0,0,0,1,0,1,"a.Cog",1,1,-100,5.19,2
"78584093.1",78584093,"likeability","no. Everything ran smoothly.",33,"Post.Grad.Degree",0,0,0,0,0,0,0,1,0,1,"a.Cog",1,1,-9,9.467,2
"78519827.1",78519827,"likeability","None",33,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,1,"a.Cog",1,1,0,26.76,1
"78599803.1",78599803,"likeability","no",39,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"a.Cog",1,1,-22,8.631,2
"78554236.1",78554236,"likeability","No.",52,"d.4.Yr.Coll",1,0,0,0,0,1,0,0,0,1,"a.Cog",1,1,-86,13.484,2
"78591991.1",78591991,"likeability","none",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-1,3.106,2
"78536356.1",78536356,"likeability","Not at all",31,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"a.Cog",1,1,-75,2.02,2
"78546224.1",78546224,"likeability","none",37,"Post.Grad.Degree",0,1,0,0,0,0,0,0,0,0,"a.Cog",1,1,-11,7.401,2
"78548732.2",78548732,"likeability","None",19,"b.HS.only",0,0,0,0,0,1,0,0,0,1,"b.Plastic",2,2,42,5.701,2
"78553569.2",78553569,"likeability","Nope",30,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"b.Plastic",2,2,93,6.183,2
"78560586.2",78560586,"likeability","",30,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,-100,5.29,1
"78598420.2",78598420,"likeability","None.",36,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,54,8.45,2
"78595018.2",78595018,"likeability","",21,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,9,5.809,2
"78567686.2",78567686,"likeability","None",41,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,60,4.737,2
"78592807.2",78592807,"likeability","",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,47,5.741,2
"78567132.2",78567132,"likeability","There were no issues.",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,10,6.51,2
"78577037.2",78577037,"likeability","No",34,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,15,10.105,2
"78562382.2",78562382,"likeability","none",33,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"b.Plastic",2,2,7,5.886,2
"78587011.2",78587011,"likeability","No.",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,20,10.556,2
"78598192.2",78598192,"likeability","no",43,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,45,16.789,2
"78505451.2",78505451,"likeability","none",43,"d.4.Yr.Coll",0,0,0,0,1,0,0,0,0,1,"b.Plastic",2,2,84,6.661,2
"78541780.2",78541780,"likeability","No",36,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,74,9.852,2
"78506673.2",78506673,"likeability","no",40,"c.2.Yr.Coll",1,0,0,0,0,0,1,0,0,1,"b.Plastic",2,2,31,6.996,2
"78553493.2",78553493,"likeability","None.",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,0,9.312,2
"78516276.2",78516276,"likeability","",23,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,21,9.456,2
"78579435.2",78579435,"likeability","No",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-61,10.357,2
"78510069.2",78510069,"likeability","No.",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,44,6.496,2
"78557263.2",78557263,"likeability","No. Movement (GIFs) of the robots would be more telling, I think. ",28,"c.2.Yr.Coll",1,0,0,0,1,0,0,0,0,0,"b.Plastic",2,2,60,15.327,2
"78575386.2",78575386,"likeability","",32,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-2,6.246,2
"78519815.2",78519815,"likeability","",24,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,-62,5.191,2
"78516834.2",78516834,"likeability","Not _exactly, but there was an iFrame error and this popped up inside the turk window, which is mildly awkward.",43,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-14,11.343,2
"78575643.2",78575643,"likeability","no",61,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,30,13.037,2
"78574455.2",78574455,"likeability","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,60,11.822,2
"78594280.2",78594280,"likeability","no.",20,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"b.Plastic",2,2,96,8.42,2
"78538917.2",78538917,"likeability","None",26,"Post.Grad.Degree",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,18,6.902,2
"78533169.2",78533169,"likeability","nope",43,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,60,6.297,2
"78569058.2",78569058,"likeability","no did not experince any confution or problems",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,30,7.522,2
"78590439.2",78590439,"likeability","No",36,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,60,19.776,2
"78557521.2",78557521,"likeability","no",34,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,41,8.928,2
"78551923.2",78551923,"likeability","NO",41,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,-27,6.833,2
"78571036.2",78571036,"likeability","No.",66,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,19,11.3,2
"78569640.2",78569640,"likeability","No confusion or tech problems.",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,40,14.95,2
"78546738.2",78546738,"likeability","No technical problems occurred and verything in the survey was clearly written. Thank you",40,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,1,"b.Plastic",2,2,12,11.297,2
"78507849.2",78507849,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,43,4.428,2
"78564825.2",78564825,"likeability","",24,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-53,2.826,2
"78577557.2",78577557,"likeability","not at all",40,"d.4.Yr.Coll",0,0,0,0,0,0,1,0,0,1,"b.Plastic",2,2,40,6.063,2
"78570947.2",78570947,"likeability","No",25,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,1,3.128,2
"78509538.2",78509538,"likeability","nope, very well done.",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,36,6.243,2
"78566517.2",78566517,"likeability","",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,85,8.591,2
"78505382.2",78505382,"likeability","no",35,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,64,5.819,2
"78593656.2",78593656,"likeability","no / ",23,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-100,14.515,2
"78522761.2",78522761,"likeability","No",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,40,21.087,2
"78557792.2",78557792,"likeability","no",37,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,11,3.751,2
"78547367.2",78547367,"likeability","No, not at all.  Everything went super smooth !!",39,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,58,8.011,2
"78509567.2",78509567,"likeability","none",32,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,65,21.581,2
"78500446.2",78500446,"likeability","Nothing at all.",19,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,21,5.013,2
"78575348.2",78575348,"likeability","No",29,"Post.Grad.Degree",0,0,0,0,0,1,0,0,0,0,"b.Plastic",2,2,79,3.84,2
"78507364.2",78507364,"likeability","no",22,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,42,7.317,2
"78548361.2",78548361,"likeability","no",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,1,1,"b.Plastic",2,2,38,4.801,2
"78599218.2",78599218,"likeability","No, everything went great for me, thanks!",36,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,60,10.504,2
"78599540.2",78599540,"likeability","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-15,6.433,2
"78521692.2",78521692,"likeability","No.",21,"d.4.Yr.Coll",0,0,0,0,0,1,0,0,0,0,"b.Plastic",2,2,40,6.817,2
"78549967.2",78549967,"likeability","no",33,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,58,2.992,2
"78542590.2",78542590,"likeability","",27,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-79,4.858,2
"78504649.2",78504649,"likeability","",24,"b.HS.only",1,0,0,0,0,0,0,0,1,1,"b.Plastic",2,2,8,54.726,2
"78505107.2",78505107,"likeability","No",30,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,20,7.339,2
"78571006.2",78571006,"likeability","no",28,"d.4.Yr.Coll",0,1,0,0,0,0,0,0,0,1,"b.Plastic",2,2,21,13.948,2
"78577730.2",78577730,"likeability","",29,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,30,7.322,1
"78518449.2",78518449,"likeability","There was no confusions, or technical issues experienced. ",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-42,6.417,2
"78500266.2",78500266,"likeability","no",52,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,28,5.663,2
"78526036.2",78526036,"likeability","",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,80,22.931,2
"78520386.2",78520386,"likeability","No.",29,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-11,4.327,2
"78583315.2",78583315,"likeability","none",60,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,39,5.498,2
"78574033.2",78574033,"likeability","no, everything was very clear",31,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,72,5.316,2
"78567619.2",78567619,"likeability","No",47,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,-30,8.713,2
"78512986.2",78512986,"likeability","no",22,"b.HS.only",0,0,0,0,0,0,0,0,1,0,"b.Plastic",2,2,59,7.019,2
"78565068.2",78565068,"likeability","no",40,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,66,7.408,2
"78542649.2",78542649,"likeability","Nah, but theres no way any robot looks as good as that last one currently though!",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,61,9.605,2
"78559416.2",78559416,"likeability","",28,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,7,5.297,2
"78570194.2",78570194,"likeability","no",42,"Post.Grad.Degree",1,0,0,0,0,0,0,1,0,0,"b.Plastic",2,2,-40,11.393,2
"78501226.2",78501226,"likeability","no",51,"d.4.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,-1,10.927,2
"78556306.2",78556306,"likeability","No",28,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-40,9.521,2
"78535296.2",78535296,"likeability","no, the pictures loaded up normally",34,"d.4.Yr.Coll",0,0,0,0,0,0,0,0,1,0,"b.Plastic",2,2,73,5.203,2
"78522611.2",78522611,"likeability","",24,"c.2.Yr.Coll",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,71,5.455,2
"78515824.2",78515824,"likeability","none",25,"b.HS.only",1,0,0,0,0,0,0,0,0,1,"b.Plastic",2,2,-50,2.766,1
"78514000.2",78514000,"likeability","",25,"b.HS.only",1,0,0,0,0,0,0,0,0,0,"b.Plastic",2,2,-30,5.386,2
